"","id","score","%id"
"69821","seq90503",-0.316459,42.5
"69823","seq90505",-0.445596,29.5
"69828","seq90513",-0.258614,53.7
"69830","seq90515",-0.382859,47.5
"69834","seq90519",-0.266291,48.6
"69839","seq90526",-0.326434,50
"69840","seq90528",-0.460365,38.2
"69851","seq90546",-0.415979,57.1
"69852","seq90547",-0.270412,45.5
"69858","seq90553",-0.241132,56.8
"69863","seq90560",-0.379079,50
"69864","seq90563",-0.334591,44.6
"69866","seq90565",-0.181778,66.7
"69873","seq90574",-0.35607,49.3
"69875","seq90577",-0.220451,61.5
"69876","seq90578",-0.352036,42.3
"69879","seq90581",-0.211599,50.7
"69880","seq90582",-0.285159,51.3
"69881","seq90584",-0.299765,47.1
"69883","seq90586",-0.368444,46.2
"69884","seq90587",-0.289123,43.4
"69888","seq90591",-0.23828,61
"69890","seq90595",-0.275398,54.7
"69891","seq90596",-0.263808,40.8
"69895","seq90603",-0.329515,55.8
"69898","seq90608",-0.363957,50
"69899","seq90609",-0.20991,64.6
"69905","seq90620",-0.304213,38.1
"69913","seq90633",-0.111366,71.6
"69914","seq90634",-0.333818,63.3
"69917","seq90638",-0.46024,38.6
"69923","seq90644",-0.331078,46.7
"69924","seq90645",-0.293786,41.3
"69931","seq90654",-0.373135,43.1
"69937","seq90662",-0.185244,61.6
"69940","seq90665",-0.253005,53.5
"69941","seq90666",-0.267826,40.3
"69942","seq90667",-0.308166,34.8
"69943","seq90668",-0.228994,54.4
"69952","seq90677",-0.45494,44.1
"69954","seq90679",-0.452171,51
"69960","seq90688",-0.311196,44.6
"69968","seq90697",-0.163514,66.7
"69969","seq90700",-0.400061,41.2
"69972","seq90703",-0.28385,55
"69973","seq90705",-0.27252,61.8
"69974","seq90706",-0.282235,43.7
"69975","seq90707",-0.461412,41.1
"69976","seq90708",-0.367433,61.2
"69980","seq90713",-0.247693,47.4
"69985","seq90718",-0.211023,48.1
"69987","seq90722",-0.404168,52.3
"70001","seq90737",-0.325893,42.6
"70002","seq90738",-0.306249,42.5
"70005","seq90741",-0.276337,54.8
"70021","seq90758",-0.4322,59.1
"70025","seq90763",-0.350544,38.5
"70026","seq90764",-0.365409,44.6
"70027","seq90766",-0.410358,39.7
"70035","seq90777",-0.334975,49.3
"70036","seq90778",-0.35765,38.5
"70038","seq90781",-0.401148,40
"70039","seq90782",-0.412702,46.2
"70041","seq90784",-0.281118,37.5
"70042","seq90785",-0.272568,55.6
"70045","seq90788",-0.209553,60
"70048","seq90793",-0.30246,50.8
"70049","seq90795",-0.330945,45.6
"70053","seq90799",-0.344242,63
"70059","seq90806",-0.235864,55.9
"70069","seq90821",-0.248827,34.9
"70072","seq90824",-0.457618,39.4
"70081","seq90834",-0.426055,45.2
"70083","seq90836",-0.234118,40.6
"70090","seq90845",-0.304372,47.8
"70092","seq90850",-0.387712,44.3
"70093","seq90851",-0.238973,52.2
"70098","seq90857",-0.485954,56.6
"70102","seq90862",-0.323346,54.3
"70105","seq90867",-0.295908,51.9
"70108","seq90870",-0.385696,48.8
"70117","seq90882",-0.287679,53.3
"70123","seq90892",-0.26572,52.8
"70125","seq90894",-0.281638,50.8
"70126","seq90895",-0.230061,62.5
"70127","seq90897",-0.435917,40
"70128","seq90898",-0.33026,44.4
"70129","seq90899",-0.305358,56.9
"70130","seq90900",-0.353097,32.4
"70131","seq90901",-0.240455,48
"70135","seq90908",-0.300804,42.9
"70136","seq90910",-0.472372,35.1
"70139","seq90914",-0.289993,43.6
"70141","seq90919",-0.245731,53.6
"70142","seq90920",-0.358716,50
"70144","seq90922",-0.209076,50
"70145","seq90923",-0.228677,76.7
"70146","seq90925",-0.266636,55.6
"70149","seq90932",-0.308634,54.8
"70152","seq90935",-0.305973,51.5
"70159","seq90943",-0.504686,38.1
"70174","seq90964",-0.199514,64.4
"70178","seq90968",-0.273896,54.7
"70187","seq90978",-0.421567,70.3
"70191","seq90983",-0.317444,40.4
"70192","seq90984",-0.348577,39.1
"70193","seq90985",-0.265887,48.4
"70195","seq90990",-0.405319,58.3
"70198","seq90995",-0.353986,50
"70204","seq91008",-0.314179,38.9
"70205","seq91009",-0.240379,52.4
"70207","seq91011",-0.362847,55
"70210","seq91014",-0.379015,38.7
"70220","seq91027",-0.276794,38.2
"70221","seq91028",-0.402516,48.6
"70228","seq91036",-0.27759,56.8
"70232","seq91041",-0.403414,41.8
"70240","seq91051",-0.270471,49.3
"70243","seq91054",-0.234323,89
"70250","seq91066",-0.261351,60
"70252","seq91069",-0.374928,67.4
"70253","seq91070",-0.237478,36.5
"70256","seq91075",-0.34942,47.9
"70261","seq91082",-0.40085,53.8
"70264","seq91086",-0.295957,49.3
"70265","seq91087",-0.485895,58.5
"70266","seq91089",-0.367341,39
"70274","seq91101",-0.2751,54.1
"70289","seq91124",-0.322962,56.5
"70290","seq91125",-0.451953,44.6
"70293","seq91128",-0.350707,57.6
"70298","seq91135",-0.225203,49.3
"70308","seq91148",-0.218347,60
"70309","seq91150",-0.325092,56.8
"70311","seq91152",-0.442412,35
"70312","seq91153",-0.281821,39.7
"70314","seq91156",-0.348982,47.7
"70315","seq91157",-0.279692,59.2
"70318","seq91160",-0.222079,46
"70324","seq91169",-0.390691,53.3
"70337","seq91183",-0.323845,43.4
"70342","seq91189",-0.409334,48.3
"70344","seq91192",-0.196291,45.2
"70345","seq91194",-0.361962,59.2
"70348","seq91198",-0.39489,35.1
"70355","seq91207",-0.231355,44.4
"70359","seq91212",-0.21543,49.2
"70361","seq91217",-0.300973,46.9
"70363","seq91219",-0.279662,58.3
"70364","seq91221",-0.264638,56.3
"70365","seq91222",-0.366863,51.8
"70367","seq91224",-0.345052,40.3
"70368","seq91225",-0.266047,36.4
"70371","seq91229",-0.385564,48.6
"70381","seq91241",-0.329019,63.3
"70384","seq91244",-0.422818,43.1
"70395","seq91257",-0.339521,36.9
"70405","seq91269",-0.443692,45.5
"70409","seq91273",-0.290017,40.7
"70411","seq91275",-0.315666,58.1
"70412","seq91276",-0.256461,36.6
"70414","seq91278",-0.303666,45.5
"70424","seq91290",-0.327812,36.7
"70429","seq91297",-0.297803,40
"70441","seq91315",-0.380607,45.6
"70448","seq91327",-0.316863,45.1
"70449","seq91328",-0.311245,52.2
"70451","seq91331",-0.310886,36.6
"70454","seq91340",-0.292235,55.4
"70455","seq91342",-0.220722,55.1
"70469","seq91367",-0.26552,48.5
"70483","seq91388",-0.340674,46
"70487","seq91393",-0.407585,45.2
"70496","seq91404",-0.291569,42.9
"70500","seq91408",-0.283093,38.8
"70501","seq91409",-0.336158,45.9
"70504","seq91413",-0.39661,48.1
"70509","seq91420",-0.414026,51.8
"70512","seq91424",-0.45024,50
"70513","seq91425",-0.34442,42.6
"70516","seq91428",-0.329415,35.4
"70517","seq91429",-0.298001,45.3
"70521","seq91434",-0.431155,32.7
"70522","seq91438",-0.474317,45.7
"70524","seq91440",-0.261646,42.5
"70525","seq91441",-0.359524,38.9
"70528","seq91444",-0.271219,54.7
"70533","seq91450",-0.360405,38.8
"70551","seq91478",-0.277646,48
"70555","seq91485",-0.324278,52.4
"70559","seq91491",-0.325752,62.8
"70567","seq91499",-0.140944,63.4
"70569","seq91501",-0.408139,35.8
"70582","seq91520",-0.330249,51.8
"70596","seq91541",-0.311502,46.5
"70601","seq91549",-0.382169,42.2
"70602","seq91551",-0.283503,49.4
"70603","seq91553",-0.184223,57.3
"70604","seq91554",-0.465772,44.3
"70612","seq91563",-0.437006,42
"70614","seq91565",-0.248453,47.7
"70619","seq91571",-0.398048,42.5
"70620","seq91572",-0.151174,74.7
"70631","seq91583",-0.385928,48
"70632","seq91587",-0.293999,57.1
"70634","seq91589",-0.338677,55.6
"70635","seq91590",-0.323127,41
"70640","seq91595",-0.400965,45.2
"70641","seq91596",-0.278939,49.2
"70645","seq91600",-0.328912,46.1
"70646","seq91601",-0.384601,42.1
"70649","seq91604",-0.400025,36.2
"70655","seq91611",-0.244976,56.3
"70657","seq91614",-0.297103,52.3
"70658","seq91615",-0.371063,50.9
"70662","seq91621",-0.318788,50.7
"70669","seq91628",-0.297354,42
"70671","seq91631",-0.253148,47.7
"70682","seq91645",-0.241342,49.4
"70687","seq91652",-0.373697,26
"70690","seq91655",-0.281697,42.4
"70692","seq91657",-0.276954,42.3
"70695","seq91660",-0.352267,39.7
"70702","seq91673",-0.468849,57.4
"70705","seq91679",-0.508362,56.5
"70710","seq91685",-0.18062,65
"70718","seq91695",-0.415889,56.7
"70719","seq91696",-0.31627,40.3
"70725","seq91705",-0.394922,52.6
"70726","seq91707",-0.245523,64.4
"70728","seq91710",-0.350028,41.8
"70733","seq91715",-0.284255,45.3
"70734","seq91716",-0.397288,38
"70738","seq91721",-0.42492,46.4
"70744","seq91730",-0.303082,45.6
"70745","seq91731",-0.398482,43.1
"70747","seq91734",-0.269023,59.4
"70750","seq91737",-0.246384,57.3
"70759","seq91752",-0.37311,32.9
"70761","seq91754",-0.378706,42
"70767","seq91760",-0.428248,40
"70770","seq91764",-0.219097,39.5
"70776","seq91772",-0.253994,90.2
"70778","seq91776",-0.453494,39.6
"70781","seq91779",-0.319049,40.4
"70787","seq91785",-0.25087,45.9
"70794","seq91794",-0.285665,49.3
"70796","seq91797",-0.349705,48.4
"70800","seq91801",-0.430614,33.9
"70803","seq91804",-0.293263,57.7
"70806","seq91807",-0.375422,44
"70808","seq91811",-0.290259,53.3
"70809","seq91812",-0.26494,54.7
"70811","seq91815",-0.374135,41.7
"70813","seq91818",-0.3229,48.7
"70824","seq91832",-0.472825,59.7
"70825","seq91834",-0.376716,38.2
"70828","seq91838",-0.370213,31
"70831","seq91841",-0.450603,50
"70837","seq91854",-0.247858,48.1
"70839","seq91856",-0.265961,52.4
"70840","seq91857",-0.307011,59.7
"70848","seq91866",-0.378472,53.6
"70849","seq91867",-0.300236,80.8
"70850","seq91868",-0.435641,56
"70858","seq91878",-0.316945,54.8
"70859","seq91879",-0.275226,39.2
"70864","seq91885",-0.268668,54
"70871","seq91894",-0.411601,56.8
"70875","seq91900",-0.334486,56.1
"70878","seq91903",-0.329188,51.4
"70883","seq91913",-0.275788,59.5
"70888","seq91919",-0.402726,38.5
"70890","seq91921",-0.345072,48.3
"70893","seq91925",-0.483726,54.4
"70902","seq91938",-0.338874,36.9
"70914","seq91951",-0.358568,48.6
"70922","seq91959",-0.368463,37
"70923","seq91960",-0.249956,56.9
"70934","seq91977",-0.229852,54.1
"70938","seq91981",-0.271417,59.1
"70946","seq91990",-0.395209,54.3
"70951","seq91998",-0.333383,48.3
"70963","seq92012",-0.282478,50
"70968","seq92018",-0.176984,62.8
"70970","seq92020",-0.185402,55.1
"70972","seq92022",-0.318853,36.9
"70973","seq92023",-0.516745,50
"70982","seq92032",-0.39111,68.4
"70983","seq92033",-0.309655,40.3
"70990","seq92044",-0.286922,38.2
"70992","seq92046",-0.395285,39.2
"70994","seq92048",-0.386784,50
"71002","seq92057",-0.430548,44.4
"71012","seq92068",-0.456102,44.8
"71018","seq92076",-0.402889,47.1
"71019","seq92077",-0.419019,55.6
"71023","seq92082",-0.175259,43
"71025","seq92084",-0.29959,41.5
"71035","seq92097",-0.249913,44.4
"71037","seq92099",-0.378445,50
"71038","seq92100",-0.275431,59.5
"71039","seq92101",-0.375532,45.9
"71041","seq92103",-0.379973,47.4
"71043","seq92105",-0.389301,36.2
"71044","seq92106",-0.246702,57.6
"71045","seq92107",-0.380337,40.8
"71046","seq92108",-0.333687,40.3
"71054","seq92117",-0.281589,44.3
"71055","seq92118",-0.448568,45.3
"71061","seq92126",-0.420089,44.4
"71062","seq92127",-0.422677,75.9
"71068","seq92135",-0.22761,44.6
"71072","seq92140",-0.276483,42.4
"71076","seq92147",-0.420864,35.6
"71089","seq92162",-0.341569,68.8
"71092","seq92165",-0.255848,68
"71095","seq92168",-0.426468,52.5
"71097","seq92172",-0.275645,59
"71098","seq92173",-0.215853,58.4
"71101","seq92179",-0.407051,52.6
"71107","seq92189",-0.283597,48.6
"71114","seq92198",-0.386348,45.2
"71115","seq92199",-0.273403,57.9
"71124","seq92213",-0.377599,45.5
"71128","seq92218",-0.396165,41.3
"71133","seq92224",-0.293536,59.3
"71134","seq92226",-0.387525,48.4
"71137","seq92229",-0.182808,63.2
"71140","seq92233",-0.225589,40.8
"71143","seq92236",-0.314773,49.2
"71145","seq92239",-0.300658,52.9
"71148","seq92242",-0.380367,38.2
"71161","seq92257",-0.298055,52.6
"71162","seq92259",-0.375935,51.2
"71166","seq92263",-0.251938,54.4
"71172","seq92270",-0.371438,48.1
"71179","seq92278",-0.243596,68.3
"71182","seq92282",-0.419475,53.4
"71183","seq92283",-0.267554,37.7
"71186","seq92286",-0.239191,73.8
"71187","seq92287",-0.282761,50
"71189","seq92289",-0.397821,49.3
"71193","seq92295",-0.303854,50.8
"71200","seq92306",-0.207268,55.1
"71201","seq92308",-0.336738,46.2
"71203","seq92310",-0.311741,43.8
"71204","seq92311",-0.288806,58.8
"71206","seq92313",-0.447988,43.6
"71229","seq92346",-0.382726,41.7
"71231","seq92349",-0.342443,46.3
"71232","seq92350",-0.338753,65.1
"71233","seq92351",-0.33809,53.1
"71235","seq92353",-0.368954,44
"71237","seq92356",-0.327302,52
"71240","seq92360",-0.241265,48.7
"71241","seq92361",-0.319478,54
"71246","seq92367",-0.367485,74.6
"71247","seq92368",-0.321899,47.1
"71261","seq92383",-0.183738,49.3
"71263","seq92385",-0.318918,54.8
"71264","seq92386",-0.32327,50
"71268","seq92391",-0.246553,55.4
"71271","seq92395",-0.38724,39
"71272","seq92399",-0.263074,53.3
"71275","seq92402",-0.378622,46.3
"71280","seq92408",-0.448531,41.9
"71281","seq92409",-0.503103,43.3
"71283","seq92412",-0.25512,42.7
"71293","seq92425",-0.349735,42.2
"71296","seq92429",-0.316448,37.3
"71297","seq92430",-0.323921,51.5
"71298","seq92431",-0.376332,36.8
"71299","seq92432",-0.206466,75.9
"71309","seq92443",-0.375819,35.9
"71318","seq92455",-0.319899,52.8
"71327","seq92467",-0.271289,72.7
"71337","seq92479",-0.339861,44.4
"71341","seq92483",-0.283272,50
"71344","seq92486",-0.295028,53.2
"71350","seq92493",-0.269011,56.3
"71351","seq92495",-0.368975,50
"71356","seq92501",-0.231875,55.6
"71358","seq92503",-0.465528,40
"71361","seq92507",-0.338749,55.2
"71372","seq92523",-0.330114,34.6
"71378","seq92531",-0.250281,45.8
"71385","seq92541",-0.212396,71.9
"71388","seq92546",-0.222467,58.8
"71389","seq92547",-0.329752,71.9
"71390","seq92548",-0.345327,62.2
"71391","seq92549",-0.300993,52.2
"71396","seq92554",-0.397495,35.5
"71403","seq92564",-0.160257,63.5
"71405","seq92566",-0.187928,52.6
"71410","seq92572",-0.252051,48.4
"71411","seq92573",-0.336705,47.8
"71415","seq92577",-0.30978,47.1
"71420","seq92584",-0.347733,47.2
"71422","seq92587",-0.170826,54.1
"71426","seq92593",-0.296056,42.5
"71428","seq92595",-0.344916,47.3
"71429","seq92597",-0.334596,42.3
"71432","seq92600",-0.282143,66.1
"71433","seq92601",-0.483425,48.6
"71434","seq92602",-0.419796,44.9
"71438","seq92606",-0.202627,61
"71445","seq92614",-0.326183,29.4
"71448","seq92618",-0.36146,59.5
"71452","seq92622",-0.346115,47.6
"71454","seq92624",-0.379631,50
"71458","seq92628",-0.26503,42.4
"71468","seq92642",-0.322555,71.7
"71470","seq92644",-0.357888,46.3
"71475","seq92652",-0.310725,45.7
"71478","seq92656",-0.245335,63.8
"71479","seq92658",-0.346524,53.5
"71482","seq92663",-0.330186,50
"71484","seq92665",-0.296117,91.7
"71485","seq92666",-0.315325,45.7
"71492","seq92674",-0.266818,69.6
"71498","seq92681",-0.334304,46.9
"71500","seq92683",-0.224967,46.1
"71504","seq92687",-0.280683,38.5
"71506","seq92692",-0.441501,53.2
"71510","seq92696",-0.331803,57.1
"71517","seq92704",-0.402956,33.8
"71520","seq92707",-0.370655,45.3
"71527","seq92714",-0.407098,43.1
"71528","seq92715",-0.186785,60.9
"71535","seq92724",-0.422094,47.6
"71538","seq92727",-0.299005,61.5
"71543","seq92733",-0.314557,48.2
"71545","seq92735",-0.214047,62.7
"71547","seq92737",-0.051037,93.2
"71549","seq92740",-0.405112,48.8
"71559","seq92754",-0.3203,50
"71561","seq92756",-0.247912,49.3
"71562","seq92757",-0.269654,55.6
"71563","seq92758",-0.485463,47.1
"71566","seq92764",-0.197101,59.4
"71567","seq92765",-0.281714,64.4
"71568","seq92766",-0.244954,50.7
"71572","seq92772",-0.401877,36.5
"71574","seq92775",-0.355228,47.2
"71586","seq92790",-0.401783,84.2
"71589","seq92793",-0.287015,37.1
"71605","seq92814",-0.241752,59.2
"71610","seq92821",-0.314991,55
"71611","seq92822",-0.283505,53.4
"71613","seq92824",-0.358823,48.8
"71614","seq92825",-0.320861,54.3
"71631","seq92847",-0.288754,64.9
"71646","seq92865",-0.299679,54.5
"71648","seq92868",-0.333875,49
"71651","seq92872",-0.292426,58.7
"71655","seq92880",-0.351028,47.5
"71665","seq92894",-0.423484,47.7
"71666","seq92895",-0.337085,56.8
"71667","seq92896",-0.212351,47.8
"71668","seq92897",-0.421568,56.3
"71674","seq92905",-0.356331,58.1
"71685","seq92919",-0.336304,45.9
"71691","seq92930",-0.288226,50
"71693","seq92932",-0.325545,45.8
"71703","seq92944",-0.269091,50
"71708","seq92953",-0.292165,41.6
"71712","seq92958",-0.208296,55.8
"71715","seq92961",-0.338964,40
"71716","seq92962",-0.445095,56.4
"71720","seq92966",-0.380649,40.3
"71724","seq92970",-0.34686,39.5
"71732","seq92981",-0.439349,48.1
"71734","seq92983",-0.218225,68.4
"71743","seq92995",-0.391958,49.3
"71747","seq93001",-0.369525,42.9
"71751","seq93008",-0.478335,45.5
"71754","seq93012",-0.274627,56.6
"71760","seq93021",-0.384953,34.6
"71761","seq93022",-0.340912,48.9
"71762","seq93024",-0.401536,67.9
"71773","seq93038",-0.452177,50.7
"71774","seq93039",-0.335157,48.5
"71783","seq93049",-0.296783,56
"71784","seq93050",-0.027305,100
"71786","seq93052",-0.34855,45.1
"71801","seq93072",-0.348678,44.2
"71802","seq93075",-0.355887,41.6
"71809","seq93086",-0.386904,46.5
"71811","seq93088",-0.272643,44.3
"71818","seq93099",-0.243616,62.7
"71820","seq93102",-0.270932,38
"71827","seq93109",-0.309733,58.1
"71833","seq93117",-0.445535,44.1
"71834","seq93119",-0.459676,48.6
"71845","seq93133",-0.347254,41.4
"71846","seq93134",-0.195034,71.7
"71857","seq93149",-0.338873,31.5
"71858","seq93150",-0.265656,47.4
"71859","seq93152",-0.391633,50
"71864","seq93159",-0.291911,35.6
"71866","seq93161",-0.257631,58.3
"71870","seq93166",-0.324916,52.8
"71871","seq93167",-0.314595,38.1
"71875","seq93172",-0.234869,53.5
"71882","seq93183",-0.363503,56.3
"71886","seq93188",-0.470511,49.2
"71889","seq93192",-0.35451,40
"71891","seq93194",-0.299216,43.5
"71893","seq93197",-0.319437,34.8
"71895","seq93199",-0.406543,30.8
"71901","seq93207",-0.35863,38.2
"71909","seq93216",-0.326939,45.6
"71910","seq93217",-0.333696,49.3
"71922","seq93233",-0.269467,42.7
"71924","seq93235",-0.363951,37.5
"71925","seq93237",-0.291277,55
"71929","seq93244",-0.377854,44.9
"71935","seq93252",-0.356299,35.6
"71940","seq93257",-0.20711,65.1
"71944","seq93261",-0.228053,56.6
"71946","seq93263",-0.240002,52.4
"71948","seq93265",-0.359456,56.1
"71952","seq93271",-0.257676,56.7
"71954","seq93273",-0.38996,52.8
"71958","seq93280",-0.299851,52.1
"71967","seq93293",-0.303193,53.6
"71970","seq93299",-0.34974,40.3
"71971","seq93300",-0.285293,49.2
"71973","seq93302",-0.366399,50.7
"71975","seq93304",-0.406722,51.5
"71979","seq93309",-0.36528,67.9
"71981","seq93311",-0.392093,38.9
"71982","seq93313",-0.270491,36.2
"71990","seq93323",-0.361978,41.8
"71994","seq93328",-0.228792,37.1
"71995","seq93329",-0.270873,36
"71996","seq93330",-0.286898,40.9
"72002","seq93338",-0.301926,43.1
"72004","seq93340",-0.293115,40.3
"72008","seq93344",-0.259464,61.7
"72016","seq93356",-0.3945,50
"72018","seq93358",-0.378558,48.4
"72019","seq93359",-0.292142,35.9
"72022","seq93364",-0.297497,54
"72028","seq93373",-0.359667,57.5
"72029","seq93374",-0.401338,50
"72032","seq93378",-0.291464,40.8
"72037","seq93385",-0.313964,66.3
"72038","seq93386",-0.300053,38.6
"72048","seq93397",-0.372892,59.3
"72052","seq93402",-0.333405,42.1
"72053","seq93403",-0.30005,59.3
"72055","seq93405",-0.206585,43.3
"72056","seq93406",-0.331814,44.6
"72058","seq93408",-0.399354,47.4
"72060","seq93410",-0.467757,43.8
"72061","seq93411",-0.313162,43.6
"72062","seq93412",-0.333618,34.2
"72072","seq93426",-0.496424,44.1
"72075","seq93429",-0.388617,40.8
"72080","seq93434",-0.456737,45
"72083","seq93440",-0.42431,39.7
"72084","seq93441",-0.311077,54.1
"72085","seq93442",-0.279031,38.7
"72086","seq93443",-0.20104,55.7
"72087","seq93444",-0.439874,50
"72089","seq93447",-0.234903,46.8
"72092","seq93450",-0.290963,35.9
"72099","seq93457",-0.309209,42.5
"72102","seq93462",-0.274926,66.7
"72104","seq93464",-0.402322,36
"72112","seq93475",-0.227274,57.7
"72115","seq93480",-0.416352,52.1
"72121","seq93486",-0.313611,45.9
"72126","seq93493",-0.273515,37.9
"72127","seq93494",-0.24978,41.5
"72132","seq93499",-0.316744,32.4
"72140","seq93511",-0.403137,45
"72145","seq93519",-0.439403,37.3
"72158","seq93533",-0.186268,53.3
"72160","seq93536",-0.326257,52.3
"72164","seq93541",-0.262459,67.2
"72165","seq93542",-0.416731,33.8
"72166","seq93543",-0.270085,50.7
"72168","seq93546",-0.260868,41.5
"72171","seq93551",-0.354221,46.2
"72175","seq93558",-0.354562,41.3
"72177","seq93561",-0.392892,39.2
"72178","seq93566",-0.366728,40
"72179","seq93567",-0.218323,56.4
"72183","seq93571",-0.198352,62
"72186","seq93574",-0.21654,49.3
"72188","seq93576",-0.328246,40.3
"72189","seq93577",-0.225167,43.6
"72191","seq93580",-0.237599,57.5
"72195","seq93585",-0.289903,58.1
"72201","seq93592",-0.333309,53.7
"72210","seq93604",-0.488125,40.6
"72212","seq93607",-0.319141,55.8
"72213","seq93608",-0.321064,37.3
"72216","seq93612",-0.323113,43.7
"72217","seq93613",-0.306054,52
"72219","seq93616",-0.34923,41.9
"72221","seq93618",-0.218217,72.2
"72222","seq93619",-0.318055,43.3
"72223","seq93620",-0.278422,49.3
"72234","seq93632",-0.379845,43.8
"72244","seq93645",-0.351908,46.3
"72246","seq93647",-0.287313,54
"72247","seq93648",-0.227187,57.1
"72254","seq93656",-0.448032,35.7
"72258","seq93661",-0.318018,48.9
"72261","seq93665",-0.468791,44.4
"72266","seq93672",-0.420335,40.4
"72267","seq93673",-0.316647,50
"72269","seq93676",-0.295382,42.9
"72273","seq93680",-0.27373,41.3
"72275","seq93682",-0.424438,55
"72282","seq93691",-0.29259,55.2
"72286","seq93698",-0.3486,53.6
"72301","seq93721",-0.365881,40
"72310","seq93732",-0.335467,43.5
"72311","seq93733",-0.32041,47.1
"72313","seq93735",-0.450196,30.6
"72316","seq93739",-0.209026,43.5
"72318","seq93743",-0.225016,60
"72320","seq93746",-0.35974,39.3
"72321","seq93748",-0.388193,41.5
"72322","seq93749",-0.381538,42.9
"72323","seq93752",-0.381061,64.2
"72325","seq93754",-0.220695,45.3
"72333","seq93766",-0.273778,44.4
"72335","seq93768",-0.160638,88.9
"72336","seq93769",-0.331472,56.5
"72341","seq93774",-0.390967,64.7
"72344","seq93778",-0.269009,41.2
"72364","seq93806",-0.209404,41.5
"72368","seq93810",-0.421562,45.9
"72373","seq93818",-0.271924,54.1
"72375","seq93822",-0.306518,40.7
"72382","seq93833",-0.432666,38.3
"72383","seq93834",-0.375008,41.3
"72387","seq93839",-0.225503,45.2
"72388","seq93840",-0.265253,28.4
"72395","seq93849",-0.304858,43.5
"72399","seq93856",-0.347971,41.5
"72404","seq93862",-0.290643,56.8
"72406","seq93864",-0.236005,48.1
"72408","seq93866",-0.425247,45.2
"72409","seq93867",-0.228819,62.2
"72410","seq93868",-0.14067,54.3
"72412","seq93870",-0.243898,54
"72413","seq93871",-0.312977,43.8
"72417","seq93876",-0.290491,46.3
"72421","seq93883",-0.324233,38.3
"72424","seq93886",-0.347682,47.1
"72428","seq93890",-0.285499,61.8
"72431","seq93893",-0.249541,64
"72436","seq93898",-0.288526,48.2
"72440","seq93903",-0.323866,47.8
"72444","seq93907",-0.344561,45.2
"72454","seq93920",-0.38592,49.1
"72456","seq93923",-0.261971,45.2
"72457","seq93924",-0.23625,76.6
"72460","seq93927",-0.308209,42.9
"72463","seq93930",-0.263594,52.6
"72468","seq93935",-0.36044,45.5
"72472","seq93940",-0.271039,51.3
"72478","seq93946",-0.317393,51.9
"72479","seq93947",-0.354997,50
"72482","seq93950",-0.395957,46.7
"72499","seq93977",-0.201542,62.5
"72502","seq93983",-0.31014,63.3
"72507","seq93988",-0.289494,39.5
"72519","seq94001",-0.268978,62
"72521","seq94004",-0.276493,34.2
"72523","seq94006",-0.270372,41.8
"72524","seq94007",-0.123124,66.7
"72525","seq94008",-0.306482,51.4
"72529","seq94013",-0.445324,53.1
"72530","seq94014",-0.292188,43.8
"72540","seq94025",-0.282283,30.5
"72550","seq94037",-0.236521,55.4
"72563","seq94057",-0.355903,54.8
"72567","seq94063",-0.21722,53.6
"72572","seq94070",-0.418481,50
"72574","seq94072",-0.32419,46.2
"72575","seq94073",-0.289704,52.1
"72581","seq94081",-0.285364,54.4
"72585","seq94086",-0.271943,53.6
"72589","seq94092",-0.377627,37.3
"72591","seq94098",-0.299919,46.4
"72599","seq94114",-0.3836,54.9
"72606","seq94122",-0.370351,54.2
"72630","seq94159",-0.26993,50
"72633","seq94165",-0.32557,52.1
"72634","seq94166",-0.395955,39.1
"72635","seq94167",-0.310595,41
"72636","seq94168",-0.414439,46.6
"72638","seq94171",-0.33705,37.5
"72639","seq94172",-0.249295,42.5
"72647","seq94185",-0.258314,53.5
"72649","seq94187",-0.183414,67.7
"72650","seq94188",-0.28356,71.2
"72653","seq94191",-0.325496,45.2
"72658","seq94200",-0.363414,67.7
"72668","seq94219",-0.350249,50.6
"72673","seq94227",-0.288343,42.1
"72676","seq94231",-0.503432,74.1
"72679","seq94234",-0.387677,45.6
"72681","seq94236",-0.434594,40.9
"72683","seq94238",-0.369863,30.2
"72699","seq94257",-0.368968,53.4
"72706","seq94266",-0.316213,41.7
"72712","seq94272",-0.341492,40.3
"72714","seq94274",-0.442971,59.6
"72729","seq94293",-0.246845,58.3
"72730","seq94294",-0.247423,45.6
"72734","seq94299",-0.22114,52.8
"72741","seq94308",-0.362646,50.8
"72745","seq94315",-0.338343,43
"72755","seq94326",-0.284662,42.2
"72757","seq94329",-0.324969,43.3
"72760","seq94333",-0.328879,45.8
"72761","seq94335",-0.266536,50.7
"72762","seq94336",-0.316651,42.4
"72770","seq94347",-0.28255,50
"72771","seq94348",-0.32577,63.6
"72775","seq94355",-0.313075,55.6
"72780","seq94363",-0.40383,35.8
"72781","seq94366",-0.389845,40.8
"72784","seq94369",-0.386621,35.2
"72785","seq94370",-0.337911,43.2
"72790","seq94377",-0.241711,56.4
"72801","seq94395",-0.32829,53.2
"72802","seq94396",-0.408377,55.7
"72806","seq94402",-0.425448,58.1
"72807","seq94403",-0.327974,46.7
"72808","seq94404",-0.514495,36.8
"72809","seq94405",-0.2221,70.4
"72813","seq94409",-0.242353,60.6
"72819","seq94418",-0.294079,51.2
"72821","seq94420",-0.362518,39.7
"72827","seq94428",-0.398919,39.2
"72830","seq94431",-0.338004,63.9
