"","seqid","score","%id"
"24160","seq_24161",-0.346056,0
"24161","seq_24162",-0.222493,57.4
"24162","seq_24163",-0.257447,37.3
"24163","seq_24164",-0.278056,0
"24164","seq_24165",-0.519106,99
"24165","seq_24166",-0.074604,53.6
"24166","seq_24167",-0.187339,0
"24167","seq_24168",-0.205935,0
"24168","seq_24169",-0.154163,60.2
"24169","seq_24170",-0.19061,0
"24170","seq_24171",-0.278897,0
"24171","seq_24172",-0.072798,0
"24172","seq_24173",-0.31468,0
"24173","seq_24174",-0.28823,0
"24174","seq_24175",-0.200621,0
"24175","seq_24176",-0.140176,0
"24176","seq_24177",-0.14928,0
"24177","seq_24178",-0.231589,71.3
"24178","seq_24179",-0.115226,93.8
"24179","seq_24180",-0.205664,78.7
"24180","seq_24181",-0.236834,69.4
"24181","seq_24182",-0.100708,0
"24182","seq_24183",-0.275254,0
"24183","seq_24184",-0.222741,0
"24184","seq_24185",-0.10189,0
"24185","seq_24186",-0.295054,0
"24186","seq_24187",-0.438078,97.9
"24187","seq_24188",-0.187032,0
"24188","seq_24189",-0.16257,0
"24189","seq_24190",-0.2528,0
"24190","seq_24191",-0.196457,52.6
"24191","seq_24192",-0.219002,0
"24192","seq_24193",-0.257901,0
"24193","seq_24194",-0.254437,0
"24194","seq_24195",-0.160628,0
"24195","seq_24196",-0.234524,0
"24196","seq_24197",-0.306782,0
"24197","seq_24198",-0.337938,0
"24198","seq_24199",-0.130859,73.3
"24199","seq_24200",-0.425083,84.7
"24200","seq_24201",-0.236062,0
"24201","seq_24202",-0.151597,0
"24202","seq_24203",-0.205575,0
"24203","seq_24204",-0.480016,0
"24204","seq_24205",-0.22209,71.9
"24205","seq_24206",-0.161427,0
"24206","seq_24207",-0.438488,0
"24207","seq_24208",-0.178475,0
"24208","seq_24209",-0.214817,71
"24209","seq_24210",-0.343938,0
"24210","seq_24211",-0.426897,0
"24211","seq_24212",-0.317003,93.9
"24212","seq_24213",-0.460637,0
"24213","seq_24214",-0.231178,42
"24214","seq_24215",-0.469484,94.9
"24215","seq_24216",-0.371528,33.8
"24216","seq_24217",-0.198648,0
"24217","seq_24218",-0.148903,91.7
"24218","seq_24219",-0.374482,0
"24219","seq_24220",-0.198527,0
"24220","seq_24221",-0.204479,0
"24221","seq_24222",-0.365626,0
"24222","seq_24223",-0.377677,0
"24223","seq_24224",-0.301367,75.9
"24224","seq_24225",-0.115087,0
"24225","seq_24226",-0.356221,48.9
"24226","seq_24227",-0.366843,0
"24227","seq_24228",-0.201021,53.3
"24228","seq_24229",-0.452388,97
"24229","seq_24230",-0.386782,57.4
"24230","seq_24231",-0.289291,49.1
"24231","seq_24232",-0.293862,0
"24232","seq_24233",-0.251211,0
"24233","seq_24234",-0.221929,0
"24234","seq_24235",-0.282221,58.1
"24235","seq_24236",-0.271626,0
"24236","seq_24237",-0.17983,0
"24237","seq_24238",-0.277347,42
"24238","seq_24239",-0.152817,0
"24239","seq_24240",-0.290462,47
"24240","seq_24241",-0.161622,0
"24241","seq_24242",-0.054493,0
"24242","seq_24243",-0.223806,0
"24243","seq_24244",-0.074157,98
"24244","seq_24245",-0.391884,0
"24245","seq_24246",-0.368807,0
"24246","seq_24247",-0.144731,98.1
"24247","seq_24248",-0.203825,0
"24248","seq_24249",-0.159275,0
"24249","seq_24250",-0.383325,0
"24250","seq_24251",-0.208463,0
"24251","seq_24252",-0.274362,0
"24252","seq_24253",-0.143044,0
"24253","seq_24254",-0.197159,67.2
"24254","seq_24255",-0.129363,67
"24255","seq_24256",-0.320308,0
"24256","seq_24257",-0.146791,79.7
"24257","seq_24258",-0.203631,53.1
"24258","seq_24259",-0.240543,0
"24259","seq_24260",-0.109905,0
"24260","seq_24261",-0.358474,98.6
"24261","seq_24262",-0.350759,0
"24262","seq_24263",-0.240942,0
"24263","seq_24264",-0.135867,0
"24264","seq_24265",-0.218003,0
"24265","seq_24266",-0.142754,51
"24266","seq_24267",-0.122989,78.7
"24267","seq_24268",-0.104981,0
"24268","seq_24269",-0.222316,0
"24269","seq_24270",-0.288397,0
"24270","seq_24271",-0.063577,0
"24271","seq_24272",-0.323352,0
"24272","seq_24273",-0.40183,71.7
"24273","seq_24274",-0.434231,93.6
"24274","seq_24275",-0.36471,33.7
"24275","seq_24276",-0.449774,100
"24276","seq_24277",-0.198345,99
"24277","seq_24278",-0.139442,0
"24278","seq_24279",-0.315357,0
"24279","seq_24280",-0.242046,0
"24280","seq_24281",-0.452027,0
"24281","seq_24282",-0.180999,0
"24282","seq_24283",-0.438742,0
"24283","seq_24284",-0.162472,58.4
"24284","seq_24285",-0.262789,52.8
"24285","seq_24286",-0.205125,0
"24286","seq_24287",-0.356402,0
"24287","seq_24288",-0.307233,0
"24288","seq_24289",-0.272178,0
"24289","seq_24290",-0.083005,0
"24290","seq_24291",-0.280441,51.2
"24291","seq_24292",-0.451232,94.2
"24292","seq_24293",-0.15251,0
"24293","seq_24294",-0.157576,0
"24294","seq_24295",-0.258069,0
"24295","seq_24296",-0.341892,48
"24296","seq_24297",-0.342636,0
"24297","seq_24298",-0.244216,0
"24298","seq_24299",-0.312941,64.4
"24299","seq_24300",-0.223454,0
"24300","seq_24301",-0.366812,56.8
"24301","seq_24302",-0.403745,0
"24302","seq_24303",-0.305787,54.6
"24303","seq_24304",-0.139038,0
"24304","seq_24305",-0.298621,0
"24305","seq_24306",-0.36265,0
"24306","seq_24307",-0.33128,90.9
"24307","seq_24308",-0.158109,80.4
"24308","seq_24309",-0.122549,73.1
"24309","seq_24310",-0.295171,0
"24310","seq_24311",-0.102907,79.6
"24311","seq_24312",-0.120783,84
"24312","seq_24313",-0.302921,0
"24313","seq_24314",-0.269919,0
"24314","seq_24315",-0.24267,0
"24315","seq_24316",-0.162691,0
"24316","seq_24317",-0.330696,0
"24317","seq_24318",-0.322111,0
"24318","seq_24319",-0.165079,0
"24319","seq_24320",-0.11822,0
"24320","seq_24321",-0.451864,98
"24321","seq_24322",-0.309415,99
"24322","seq_24323",-0.148052,60.8
"24323","seq_24324",-0.198411,0
"24324","seq_24325",-0.287435,0
"24325","seq_24326",-0.216276,55.3
"24326","seq_24327",-0.451327,99
"24327","seq_24328",-0.233524,0
"24328","seq_24329",-0.197803,0
"24329","seq_24330",-0.417503,0
"24330","seq_24331",-0.067145,0
"24331","seq_24332",-0.068254,73.4
"24332","seq_24333",-0.179945,60
"24333","seq_24334",-0.120975,0
"24334","seq_24335",-0.306266,0
"24335","seq_24336",-0.396838,0
"24336","seq_24337",-0.446602,0
"24337","seq_24338",-0.147003,0
"24338","seq_24339",-0.173293,0
"24339","seq_24340",-0.383376,48.2
"24340","seq_24341",-0.221727,79.6
"24341","seq_24342",-0.070645,0
"24342","seq_24343",-0.397687,69.4
"24343","seq_24344",-0.313208,0
"24344","seq_24345",-0.441175,99
"24345","seq_24346",-0.304765,0
"24346","seq_24347",-0.313971,0
"24347","seq_24348",-0.231887,0
"24348","seq_24349",-0.45732,73.3
"24349","seq_24350",-0.352143,0
"24350","seq_24351",-0.364992,0
"24351","seq_24352",-0.435405,74.7
"24352","seq_24353",-0.155516,46.9
"24353","seq_24354",-0.22203,90.7
"24354","seq_24355",-0.245359,0
"24355","seq_24356",-0.077769,0
"24356","seq_24357",-0.253252,0
"24357","seq_24358",-0.130156,0
"24358","seq_24359",-0.157531,0
"24359","seq_24360",-0.17265,0
"24360","seq_24361",-0.094132,78.8
"24361","seq_24362",-0.39188,0
"24362","seq_24363",-0.250015,0
"24363","seq_24364",-0.226473,0
"24364","seq_24365",-0.345666,33.7
"24365","seq_24366",-0.232811,42.5
"24366","seq_24367",-0.325851,100
"24367","seq_24368",-0.252814,0
"24368","seq_24369",-0.3019,0
"24369","seq_24370",-0.392643,0
"24370","seq_24371",-0.197879,68.2
"24371","seq_24372",-0.280255,42.5
"24372","seq_24373",-0.065043,52.5
"24373","seq_24374",-0.451327,99
"24374","seq_24375",-0.089454,96.6
"24375","seq_24376",-0.314623,0
"24376","seq_24377",-0.131232,0
"24377","seq_24378",-0.324991,0
"24378","seq_24379",-0.382965,96
"24379","seq_24380",-0.10123,0
"24380","seq_24381",-0.458143,100
"24381","seq_24382",-0.464015,0
"24382","seq_24383",-0.285804,0
"24383","seq_24384",-0.09657,69.5
"24384","seq_24385",-0.20458,0
"24385","seq_24386",-0.037982,0
"24386","seq_24387",-0.221227,69.1
"24387","seq_24388",-0.214338,0
"24388","seq_24389",-0.435717,99
"24389","seq_24390",-0.234084,0
"24390","seq_24391",-0.242524,0
"24391","seq_24392",-0.209644,0
"24392","seq_24393",-0.044472,0
"24393","seq_24394",-0.096107,0
"24394","seq_24395",-0.141608,0
"24395","seq_24396",-0.191846,0
"24396","seq_24397",-0.306096,0
"24397","seq_24398",-0.062109,46.6
"24398","seq_24399",-0.303338,45.1
"24399","seq_24400",-0.166487,0
"24400","seq_24401",-0.212953,0
"24401","seq_24402",-0.4404,40.9
"24402","seq_24403",-0.240971,76
"24403","seq_24404",-0.264843,0
"24404","seq_24405",-0.246306,0
"24405","seq_24406",-0.154643,0
"24406","seq_24407",-0.293387,0
"24407","seq_24408",-0.205547,55.1
"24408","seq_24409",-0.185934,0
"24409","seq_24410",-0.266238,0
"24410","seq_24411",-0.317152,0
"24411","seq_24412",-0.350211,0
"24412","seq_24413",-0.26417,0
"24413","seq_24414",-0.21286,0
"24414","seq_24415",-0.166333,0
"24415","seq_24416",-0.380732,60.6
"24416","seq_24417",-0.187583,0
"24417","seq_24418",-0.103327,0
"24418","seq_24419",-0.206299,0
"24419","seq_24420",-0.140063,0
"24420","seq_24421",-0.176267,0
"24421","seq_24422",-0.145742,0
"24422","seq_24423",-0.092496,0
"24423","seq_24424",-0.291976,0
"24424","seq_24425",-0.18398,0
"24425","seq_24426",-0.159646,0
"24426","seq_24427",-0.305044,0
"24427","seq_24428",-0.232166,0
"24428","seq_24429",-0.271588,0
"24429","seq_24430",-0.236409,58.7
"24430","seq_24431",-0.297362,0
"24431","seq_24432",-0.368839,0
"24432","seq_24433",-0.163506,0
"24433","seq_24434",-0.493763,80.9
"24434","seq_24435",-0.315111,0
"24435","seq_24436",-0.132593,0
"24436","seq_24437",-0.105293,89.8
"24437","seq_24438",-0.30569,0
"24438","seq_24439",-0.107779,0
"24439","seq_24440",-0.389036,97
"24440","seq_24441",-0.363884,92.9
"24441","seq_24442",-0.243096,0
"24442","seq_24443",-0.23023,0
"24443","seq_24444",-0.261643,0
"24444","seq_24445",-0.271003,51.5
"24445","seq_24446",-0.143707,0
"24446","seq_24447",-0.429848,97
"24447","seq_24448",-0.190283,61.9
"24448","seq_24449",-0.369262,0
"24449","seq_24450",-0.345932,0
"24450","seq_24451",-0.218838,100
"24451","seq_24452",-0.45279,96
"24452","seq_24453",-0.382056,0
"24453","seq_24454",-0.470507,92.9
"24454","seq_24455",-0.113367,0
"24455","seq_24456",-0.269083,0
"24456","seq_24457",-0.325891,0
"24457","seq_24458",-0.147092,0
"24458","seq_24459",-0.220755,0
"24459","seq_24460",-0.26019,0
"24460","seq_24461",-0.230918,0
"24461","seq_24462",-0.160377,70.2
"24462","seq_24463",-0.282026,0
"24463","seq_24464",-0.116651,0
"24464","seq_24465",-0.149903,0
"24465","seq_24466",-0.268945,67.3
"24466","seq_24467",-0.272421,0
"24467","seq_24468",-0.112829,0
"24468","seq_24469",-0.254279,0
"24469","seq_24470",-0.340138,0
"24470","seq_24471",-0.484775,90.9
"24471","seq_24472",-0.013805,65.3
"24472","seq_24473",-0.241708,0
"24473","seq_24474",-0.377133,0
"24474","seq_24475",-0.217748,42.4
"24475","seq_24476",-0.261508,0
"24476","seq_24477",-0.317134,0
"24477","seq_24478",-0.180013,0
"24478","seq_24479",-0.176217,65.6
"24479","seq_24480",-0.132291,100
"24480","seq_24481",-0.235243,0
"24481","seq_24482",-0.351509,92.5
"24482","seq_24483",-0.351311,91.9
"24483","seq_24484",-0.254917,0
"24484","seq_24485",-0.184442,0
"24485","seq_24486",-0.256999,0
"24486","seq_24487",-0.34948,32.7
"24487","seq_24488",-0.305057,0
"24488","seq_24489",-0.20679,0
"24489","seq_24490",-0.332921,0
"24490","seq_24491",-0.359713,0
"24491","seq_24492",-0.200117,0
"24492","seq_24493",-0.192901,0
"24493","seq_24494",-0.429848,97
"24494","seq_24495",-0.425001,0
"24495","seq_24496",-0.138104,66.7
"24496","seq_24497",-0.361292,55.4
"24497","seq_24498",-0.271256,64.4
"24498","seq_24499",-0.110521,76.1
"24499","seq_24500",-0.365585,0
"24500","seq_24501",-0.323823,50
"24501","seq_24502",-0.182166,0
"24502","seq_24503",-0.131802,0
"24503","seq_24504",-0.218739,67.7
"24504","seq_24505",-0.121366,0
"24505","seq_24506",-0.304452,0
"24506","seq_24507",-0.195323,0
"24507","seq_24508",-0.354805,40.5
"24508","seq_24509",-0.233633,0
"24509","seq_24510",-0.41814,0
"24510","seq_24511",-0.35328,0
"24511","seq_24512",-0.159646,0
"24512","seq_24513",-0.151864,60.9
"24513","seq_24514",-0.226146,0
"24514","seq_24515",-0.352582,0
"24515","seq_24516",-0.260178,0
"24516","seq_24517",-0.118782,57.8
"24517","seq_24518",-0.1416,59.8
"24518","seq_24519",-0.250527,36.8
"24519","seq_24520",-0.313455,0
"24520","seq_24521",-0.18316,0
"24521","seq_24522",-0.313812,0
"24522","seq_24523",-0.287042,0
"24523","seq_24524",-0.218417,89.1
"24524","seq_24525",-0.322469,0
"24525","seq_24526",-0.412407,43
"24526","seq_24527",-0.206831,68.1
"24527","seq_24528",-0.13772,0
"24528","seq_24529",-0.188861,0
"24529","seq_24530",-0.266986,50
"24530","seq_24531",-0.26438,0
"24531","seq_24532",-0.214162,72.7
"24532","seq_24533",-0.261515,0
"24533","seq_24534",-0.252912,47.8
"24534","seq_24535",-0.26495,41.2
"24535","seq_24536",-0.269173,50.6
"24536","seq_24537",-0.300083,0
"24537","seq_24538",-0.302293,0
"24538","seq_24539",-0.226443,0
"24539","seq_24540",-0.062505,0
"24540","seq_24541",-0.185846,0
"24541","seq_24542",-0.184193,94.5
"24542","seq_24543",-0.341734,0
"24543","seq_24544",-0.314301,0
"24544","seq_24545",-0.106996,0
"24545","seq_24546",-0.469866,0
"24546","seq_24547",-0.061662,79.3
"24547","seq_24548",-0.289124,0
"24548","seq_24549",-0.093524,85.4
"24549","seq_24550",-0.284289,47.3
"24550","seq_24551",-0.443351,52.2
"24551","seq_24552",-0.121766,0
"24552","seq_24553",-0.145031,0
"24553","seq_24554",-0.100007,0
"24554","seq_24555",-0.291659,52.3
"24555","seq_24556",-0.174565,84.7
"24556","seq_24557",-0.253112,0
"24557","seq_24558",-0.2709,0
"24558","seq_24559",-0.044521,97
"24559","seq_24560",-0.299611,39
"24560","seq_24561",-0.142052,87.3
"24561","seq_24562",-0.180925,0
"24562","seq_24563",-0.172634,52.5
"24563","seq_24564",-0.256006,0
"24564","seq_24565",-0.238167,0
"24565","seq_24566",-0.216409,66.7
"24566","seq_24567",-0.319693,0
"24567","seq_24568",-0.074677,0
"24568","seq_24569",-0.407332,0
"24569","seq_24570",-0.162786,74.2
"24570","seq_24571",-0.208885,0
"24571","seq_24572",-0.221574,60.8
"24572","seq_24573",-0.287154,0
"24573","seq_24574",-0.163242,57.3
"24574","seq_24575",-0.176464,0
"24575","seq_24576",-0.354754,0
"24576","seq_24577",-0.240873,61.3
"24577","seq_24578",-0.270062,46.6
"24578","seq_24579",-0.197108,0
"24579","seq_24580",-0.148206,0
"24580","seq_24581",-0.167467,0
"24581","seq_24582",-0.16227,0
"24582","seq_24583",-0.351523,0
"24583","seq_24584",-0.275692,0
"24584","seq_24585",-0.247918,0
"24585","seq_24586",-0.178459,0
"24586","seq_24587",-0.215399,92.1
"24587","seq_24588",-0.152727,0
"24588","seq_24589",-0.187353,0
"24589","seq_24590",-0.212949,0
"24590","seq_24591",-0.07976,0
"24591","seq_24592",-0.132076,97
"24592","seq_24593",-0.191344,0
"24593","seq_24594",-0.261291,0
"24594","seq_24595",-0.239952,0
"24595","seq_24596",-0.274464,0
"24596","seq_24597",-0.117878,0
"24597","seq_24598",-0.218776,0
"24598","seq_24599",-0.402948,0
"24599","seq_24600",-0.185233,0
"24600","seq_24601",-0.453179,86.6
"24601","seq_24602",-0.249259,0
"24602","seq_24603",-0.326852,0
"24603","seq_24604",-0.428151,62.6
"24604","seq_24605",-0.281336,77.1
"24605","seq_24606",-0.159939,0
"24606","seq_24607",-0.169484,0
"24607","seq_24608",-0.438078,97.9
"24608","seq_24609",-0.131912,0
"24609","seq_24610",-0.330235,60
"24610","seq_24611",-0.304052,0
"24611","seq_24612",-0.384847,0
"24612","seq_24613",-0.438017,99
"24613","seq_24614",-0.201586,53.8
"24614","seq_24615",-0.273773,0
"24615","seq_24616",-0.285416,0
"24616","seq_24617",-0.111275,0
"24617","seq_24618",-0.111476,67.1
"24618","seq_24619",-0.214788,54.9
"24619","seq_24620",-0.168179,0
"24620","seq_24621",-0.191461,0
"24621","seq_24622",-0.441056,0
"24622","seq_24623",-0.320269,0
"24623","seq_24624",-0.221207,0
"24624","seq_24625",-0.372807,72.4
"24625","seq_24626",-0.391708,0
"24626","seq_24627",-0.250378,0
"24627","seq_24628",-0.365085,0
"24628","seq_24629",-0.278772,0
"24629","seq_24630",-0.173214,53.1
"24630","seq_24631",-0.247343,0
"24631","seq_24632",-0.190126,90.9
"24632","seq_24633",-0.276404,0
"24633","seq_24634",-0.159675,43.2
"24634","seq_24635",-0.423362,97
"24635","seq_24636",-0.08886,61.2
"24636","seq_24637",-0.264257,0
"24637","seq_24638",-0.107934,0
"24638","seq_24639",-0.250802,0
"24639","seq_24640",-0.2672,0
"24640","seq_24641",-0.168716,56.9
"24641","seq_24642",-0.195734,0
"24642","seq_24643",-0.211639,0
"24643","seq_24644",-0.407575,91
"24644","seq_24645",-0.405362,60.4
"24645","seq_24646",-0.160218,72
"24646","seq_24647",-0.14943,0
"24647","seq_24648",-0.128283,0
"24648","seq_24649",-0.174843,0
"24649","seq_24650",-0.225369,0
"24650","seq_24651",-0.420123,32.9
"24651","seq_24652",-0.276076,0
"24652","seq_24653",-0.512197,0
"24653","seq_24654",-0.378145,37.8
"24654","seq_24655",-0.148416,80
"24655","seq_24656",-0.206265,49.4
"24656","seq_24657",-0.288345,0
"24657","seq_24658",-0.305172,0
"24658","seq_24659",-0.253863,0
"24659","seq_24660",-0.171415,0
"24660","seq_24661",-0.131076,0
"24661","seq_24662",-0.390193,54.3
"24662","seq_24663",-0.449103,0
"24663","seq_24664",-0.089134,88.2
"24664","seq_24665",-0.112211,0
"24665","seq_24666",-0.198514,0
"24666","seq_24667",-0.388246,98
"24667","seq_24668",-0.272477,0
"24668","seq_24669",-0.32385,30.9
"24669","seq_24670",-0.255001,79.4
"24670","seq_24671",-0.312326,0
"24671","seq_24672",-0.040613,0
"24672","seq_24673",-0.232475,0
"24673","seq_24674",-0.21478,73.3
"24674","seq_24675",-0.197976,0
"24675","seq_24676",-0.353945,0
"24676","seq_24677",-0.252204,0
"24677","seq_24678",-0.107646,80.2
"24678","seq_24679",-0.178173,0
"24679","seq_24680",-0.332666,0
"24680","seq_24681",-0.320106,0
"24681","seq_24682",-0.136961,69.2
"24682","seq_24683",-0.430022,0
"24683","seq_24684",-0.224062,79.8
"24684","seq_24685",-0.269702,0
"24685","seq_24686",-0.245825,60
"24686","seq_24687",-0.215682,0
"24687","seq_24688",-0.364058,0
"24688","seq_24689",-0.242534,53.5
"24689","seq_24690",-0.270628,0
"24690","seq_24691",-0.357879,0
"24691","seq_24692",-0.33648,60.6
"24692","seq_24693",-0.159491,0
"24693","seq_24694",-0.212633,0
"24694","seq_24695",-0.227534,0
"24695","seq_24696",-0.242019,0
"24696","seq_24697",-0.169811,95.2
"24697","seq_24698",-0.152633,0
"24698","seq_24699",-0.05889,70.1
"24699","seq_24700",-0.169938,0
"24700","seq_24701",-0.139764,0
"24701","seq_24702",-0.272211,81
"24702","seq_24703",-0.298757,0
"24703","seq_24704",-0.307996,0
"24704","seq_24705",-0.302949,0
"24705","seq_24706",-0.180918,0
"24706","seq_24707",-0.065248,0
"24707","seq_24708",-0.185423,0
"24708","seq_24709",-0.075252,96.8
"24709","seq_24710",-0.327425,0
"24710","seq_24711",-0.218907,50
"24711","seq_24712",-0.059327,53.2
"24712","seq_24713",-0.360993,0
"24713","seq_24714",-0.304007,0
"24714","seq_24715",-0.385746,87.9
"24715","seq_24716",-0.387457,0
"24716","seq_24717",-0.311555,58.4
"24717","seq_24718",-0.416492,57.1
"24718","seq_24719",-0.341779,0
"24719","seq_24720",-0.467924,94.9
"24720","seq_24721",-0.399587,0
"24721","seq_24722",-0.145608,0
"24722","seq_24723",-0.131637,0
"24723","seq_24724",-0.275518,31.5
"24724","seq_24725",-0.190012,0
"24725","seq_24726",-0.2217,0
"24726","seq_24727",-0.486933,96
"24727","seq_24728",-0.295806,0
"24728","seq_24729",-0.310791,0
"24729","seq_24730",-0.281909,0
"24730","seq_24731",-0.206989,45.5
"24731","seq_24732",-0.116619,0
"24732","seq_24733",-0.178042,90.9
"24733","seq_24734",-0.147224,82.8
"24734","seq_24735",-0.05796,74.2
"24735","seq_24736",-0.095978,81.5
"24736","seq_24737",-0.054235,0
"24737","seq_24738",-0.229701,45.9
"24738","seq_24739",-0.173849,100
"24739","seq_24740",-0.107104,78.4
"24740","seq_24741",-0.323392,0
"24741","seq_24742",-0.438078,97.9
"24742","seq_24743",-0.23284,0
"24743","seq_24744",-0.276662,56.5
"24744","seq_24745",-0.451327,99
"24745","seq_24746",-0.168605,0
"24746","seq_24747",-0.206078,57.4
"24747","seq_24748",-0.252434,0
"24748","seq_24749",-0.372953,99
"24749","seq_24750",-0.283315,0
"24750","seq_24751",-0.265236,81.1
"24751","seq_24752",-0.29979,0
"24752","seq_24753",-0.355787,0
"24753","seq_24754",-0.229055,0
"24754","seq_24755",-0.371945,67.6
"24755","seq_24756",-0.291864,0
"24756","seq_24757",-0.081744,70.3
"24757","seq_24758",-0.215319,0
"24758","seq_24759",-0.39956,80.2
"24759","seq_24760",-0.127208,0
"24760","seq_24761",-0.137493,0
"24761","seq_24762",-0.285841,0
"24762","seq_24763",-0.458974,82
"24763","seq_24764",-0.263585,0
"24764","seq_24765",-0.071343,0
"24765","seq_24766",-0.220364,48.8
"24766","seq_24767",-0.369051,0
"24767","seq_24768",-0.268896,0
"24768","seq_24769",-0.271776,70.2
"24769","seq_24770",-0.353294,0
"24770","seq_24771",-0.439355,88.5
"24771","seq_24772",-0.207245,0
"24772","seq_24773",-0.167891,0
"24773","seq_24774",-0.300792,0
"24774","seq_24775",-0.278624,0
"24775","seq_24776",-0.124079,0
"24776","seq_24777",-0.291381,0
"24777","seq_24778",-0.259421,0
"24778","seq_24779",-0.446291,99
"24779","seq_24780",-0.108057,0
"24780","seq_24781",-0.240528,0
"24781","seq_24782",-0.120969,0
"24782","seq_24783",-0.284074,0
"24783","seq_24784",-0.129794,57
"24784","seq_24785",-0.12305,0
"24785","seq_24786",-0.397118,0
"24786","seq_24787",-0.048285,0
"24787","seq_24788",-0.258933,0
"24788","seq_24789",-0.282548,0
"24789","seq_24790",-0.201313,46.4
"24790","seq_24791",-0.431558,60
"24791","seq_24792",-0.118711,0
"24792","seq_24793",-0.201323,83.2
"24793","seq_24794",-0.228826,0
"24794","seq_24795",-0.194203,94.9
"24795","seq_24796",-0.292101,0
"24796","seq_24797",-0.346669,0
"24797","seq_24798",-0.149132,0
"24798","seq_24799",-0.465466,0
"24799","seq_24800",-0.201528,0
"24800","seq_24801",-0.189926,0
"24801","seq_24802",-0.316009,0
"24802","seq_24803",-0.110041,0
"24803","seq_24804",-0.216739,0
"24804","seq_24805",-0.357163,0
"24805","seq_24806",-0.234559,0
"24806","seq_24807",-0.375303,0
"24807","seq_24808",-0.345862,0
"24808","seq_24809",-0.33476,0
"24809","seq_24810",-0.353793,51.6
"24810","seq_24811",-0.247481,0
"24811","seq_24812",-0.376173,55.4
"24812","seq_24813",-0.26089,0
"24813","seq_24814",-0.239891,0
"24814","seq_24815",-0.359424,95
"24815","seq_24816",-0.26173,0
"24816","seq_24817",-0.214932,0
"24817","seq_24818",-0.121187,0
"24818","seq_24819",-0.327251,0
"24819","seq_24820",-0.255437,0
"24820","seq_24821",-0.250394,61.7
"24821","seq_24822",-0.332621,39.5
"24822","seq_24823",-0.136564,0
"24823","seq_24824",-0.346723,43.2
"24824","seq_24825",-0.24759,0
"24825","seq_24826",-0.108454,0
"24826","seq_24827",-0.391435,0
"24827","seq_24828",-0.267509,0
"24828","seq_24829",-0.396428,96
"24829","seq_24830",-0.320163,0
"24830","seq_24831",-0.37401,0
"24831","seq_24832",-0.383291,44.1
"24832","seq_24833",-0.30569,0
"24833","seq_24834",-0.28178,0
"24834","seq_24835",-0.107618,84.8
"24835","seq_24836",-0.417558,64.3
"24836","seq_24837",-0.348712,0
"24837","seq_24838",-0.227983,65.6
"24838","seq_24839",-0.489638,0
"24839","seq_24840",-0.307921,0
"24840","seq_24841",-0.282792,0
"24841","seq_24842",-0.264447,0
"24842","seq_24843",-0.091378,59.5
"24843","seq_24844",-0.262082,0
"24844","seq_24845",-0.425709,75
"24845","seq_24846",-0.356747,45.1
"24846","seq_24847",-0.237979,56.6
"24847","seq_24848",-0.056861,90.6
"24848","seq_24849",-0.29937,0
"24849","seq_24850",-0.199359,66.2
"24850","seq_24851",-0.142911,68.4
"24851","seq_24852",-0.232002,42.1
"24852","seq_24853",-0.372778,58.5
"24853","seq_24854",-0.238011,45.5
"24854","seq_24855",-0.303684,0
"24855","seq_24856",-0.251368,0
"24856","seq_24857",-0.059117,0
"24857","seq_24858",-0.200707,67.7
"24858","seq_24859",-0.252515,0
"24859","seq_24860",-0.235086,0
"24860","seq_24861",-0.268917,52.8
"24861","seq_24862",-0.261327,0
"24862","seq_24863",-0.207154,0
"24863","seq_24864",-0.14351,81.7
"24864","seq_24865",-0.279616,0
"24865","seq_24866",-0.315229,0
"24866","seq_24867",-0.329749,0
"24867","seq_24868",-0.388926,0
"24868","seq_24869",-0.128774,73
"24869","seq_24870",-0.316502,0
"24870","seq_24871",-0.097054,0
"24871","seq_24872",-0.451232,94.2
"24872","seq_24873",-0.175902,0
"24873","seq_24874",-0.096825,80.6
"24874","seq_24875",-0.220475,0
"24875","seq_24876",-0.222699,0
"24876","seq_24877",-0.392228,0
"24877","seq_24878",-0.310835,34.6
"24878","seq_24879",-0.250207,0
"24879","seq_24880",-0.465833,0
"24880","seq_24881",-0.450799,94.9
"24881","seq_24882",-0.175177,0
"24882","seq_24883",-0.128735,0
"24883","seq_24884",-0.298206,67
"24884","seq_24885",-0.202518,39.5
"24885","seq_24886",-0.203637,63.2
"24886","seq_24887",-0.130447,0
"24887","seq_24888",-0.257157,0
"24888","seq_24889",-0.282492,71.6
"24889","seq_24890",-0.186367,60
"24890","seq_24891",-0.435314,100
"24891","seq_24892",-0.2846,0
"24892","seq_24893",-0.244286,0
"24893","seq_24894",-0.350487,0
"24894","seq_24895",-0.368758,0
"24895","seq_24896",-0.255061,0
"24896","seq_24897",-0.329225,0
"24897","seq_24898",-0.121004,77
"24898","seq_24899",-0.046772,0
"24899","seq_24900",-0.291496,0
"24900","seq_24901",-0.165122,0
"24901","seq_24902",-0.112543,67.5
"24902","seq_24903",-0.283855,0
"24903","seq_24904",-0.420698,0
"24904","seq_24905",-0.39753,0
"24905","seq_24906",-0.186286,57.3
"24906","seq_24907",-0.069244,0
"24907","seq_24908",-0.342182,39.4
"24908","seq_24909",-0.248122,97
"24909","seq_24910",-0.163596,0
"24910","seq_24911",-0.293073,0
"24911","seq_24912",-0.13177,65.3
"24912","seq_24913",-0.243719,0
"24913","seq_24914",-0.334716,55.8
